Bin SparseR FF-RPROP-ANN FF-EL-ANN MLR SMS
100 61.1337253128298 35.4870530209618 37.5092478421702 37.4845869297164 42.1948212083847
99.0001902587519 36.6048545153023 43.9044481054366 44.9752883031301 45.0576606260297 48.5584843492586
98.0003805175038 30.393487109905 43.7003968253968 43.5515873015873 43.75 46.5773809523809
97.0005707762557 26.8355193728328 42.8089887640449 42.0224719101124 42.3033707865169 45
96.0007610350076 23.4886175184683 44.5442875481386 43.3889602053915 43.6456996148909 46.5340179717587
95.0009512937595 19.9457259158752 48.3749055177627 47.0899470899471 47.3922902494331 50.4157218442933
94.0011415525114 17.9707522991105 51.258389261745 49.8322147651007 50.1677852348993 53.5234899328859
93.0013318112633 17.0511080958842 52.5198938992042 51.0167992926614 51.3704686118479 54.9071618037135
92.0015220700152 15.2721242273481 54.294175715696 52.6159921026654 53.0108588351431 56.8608094768016
91.0017123287671 14.2167948138097 56.203605514316 54.2948038176034 54.7189819724284 58.6426299045599
90.001902587519 13.2820744761043 56.5266742338252 54.5970488081725 55.1645856980704 59.1373439273553
89.0020928462709 12.3925825418363 56.8126520681265 54.7445255474453 55.4744525547445 59.367396593674
88.0022831050228 11.5483190110056 55.3524804177546 53.0026109660574 53.7859007832898 57.8328981723238
87.0024733637747 10.8698929594452 56.3106796116505 54.0915395284327 54.9237170596394 59.0846047156727
86.0026636225266 10.1010101010101 56.865671641791 54.4776119402985 55.2238805970149 59.5522388059701
85.0028538812785 9.49796472184532 56.3492063492063 53.8095238095238 54.4444444444444 59.0476190476191
84.0030441400304 8.77431026684758 55.4982817869416 52.7491408934708 53.4364261168385 58.4192439862543
83.0032343987823 8.14111261872456 56.1111111111111 53.1481481481481 53.8888888888889 59.0740740740741
82.0034246575343 7.73405698778833 57.504873294347 54.3859649122807 55.1656920077973 60.233918128655
81.0036149162862 7.29684908789386 58.4710743801653 55.1652892561983 55.9917355371901 61.1570247933884
80.0038051750381 7.11593547414443 58.8983050847458 55.5084745762712 56.1440677966102 61.4406779661017
79.00399543379 6.7088798432082 60.2247191011236 56.6292134831461 57.3033707865169 62.9213483146067
78.0041856925419 6.2415196743555 61.1111111111111 57.2463768115942 58.2125603864734 64.0096618357488
77.0043759512938 6.0153776571687 60.1503759398496 56.140350877193 57.1428571428571 63.1578947368421
76.0045662100457 5.89476858133575 60.3580562659847 56.5217391304348 57.5447570332481 63.4271099744246
75.0047564687976 5.75908337102367 60.2094240837696 56.282722513089 57.3298429319372 63.3507853403141
74.0049467275495 5.66862656414895 60.6382978723404 56.6489361702128 57.7127659574468 63.563829787234
73.0051369863014 5.48771295039952 61.5384615384615 57.4175824175824 58.7912087912088 64.5604395604396
72.0053272450533 5.2464947987336 64.0804597701149 59.7701149425287 61.2068965517241 67.2413793103448
71.0055175038052 4.91481984019297 66.5644171779141 61.9631901840491 63.4969325153374 69.0184049079755
70.0057077625571 4.7037539574853 67.6282051282051 62.8205128205128 64.4230769230769 69.8717948717949
69.005898021309 4.50776420925675 67.2240802675585 62.2073578595318 63.8795986622074 69.5652173913043
68.0060882800609 4.31177446102819 67.1328671328671 62.2377622377622 63.986013986014 69.5804195804196
67.0062785388128 4.13086084727876 67.5182481751825 62.7737226277372 64.2335766423358 69.3430656934307
66.0064687975647 4.02532790592492 68.1647940074906 63.2958801498127 64.7940074906367 70.0374531835206
65.0066590563166 3.98009950248756 68.5606060606061 63.6363636363636 65.1515151515152 70.4545454545455
64.0068493150685 3.78410975425901 66.9322709163347 62.5498007968127 63.7450199203187 68.9243027888446
63.0070395738204 3.75395748530077 67.0682730923695 62.6506024096386 63.855421686747 69.0763052208835
62.0072298325723 3.69365294738429 66.9387755102041 62.4489795918367 63.6734693877551 68.9795918367347
61.0074200913242 3.58812000603045 66.8067226890756 62.6050420168067 63.8655462184874 68.9075630252101
60.0076103500761 3.42228252676014 66.9603524229075 62.5550660792952 63.8766519823789 68.7224669603524
59.007800608828 3.25644504748982 65.7407407407407 61.1111111111111 62.5 67.1296296296296
58.0079908675799 3.16598824061511 64.7619047619048 60 61.4285714285714 66.1904761904762
57.0081811263318 2.95492235790743 62.2448979591837 57.6530612244898 58.6734693877551 63.7755102040816
56.0083713850837 2.83431328207448 60.6382978723404 55.8510638297872 56.9148936170213 62.2340425531915
55.0085616438356 2.78908487863712 60 55.6756756756757 56.7567567567568 61.6216216216216
54.0087519025875 2.71370420624152 60 55.5555555555556 56.6666666666667 61.1111111111111
53.0089421613394 2.66847580280416 59.3220338983051 54.8022598870056 55.9322033898305 60.4519774011299
52.0091324200913 2.53279059249209 58.3333333333333 53.5714285714286 54.7619047619048 59.5238095238095
51.0093226788432 2.50263832353385 57.8313253012048 53.0120481927711 54.2168674698795 59.0361445783133
50.0095129375951 2.50263832353385 57.8313253012048 53.0120481927711 54.2168674698795 59.0361445783133
49.009703196347 2.50263832353385 57.8313253012048 53.0120481927711 54.2168674698795 59.0361445783133
48.0098934550989 2.50263832353385 57.8313253012048 53.0120481927711 54.2168674698795 59.0361445783133
47.0100837138508 2.50263832353385 57.8313253012048 53.0120481927711 54.2168674698795 59.0361445783133
46.0102739726027 2.50263832353385 57.8313253012048 53.0120481927711 54.2168674698795 59.0361445783133
45.0104642313546 2.45740992009649 57.6687116564417 52.760736196319 53.9877300613497 58.8957055214724
44.0106544901065 2.41218151665913 56.875 51.875 53.125 58.125
43.0108447488584 2.38202924770089 56.9620253164557 51.8987341772152 53.1645569620253 58.2278481012658
42.0110350076104 2.36695311322177 57.3248407643312 52.2292993630573 53.5031847133758 58.5987261146497
41.0112252663623 2.35187697874265 57.0512820512821 51.9230769230769 53.2051282051282 58.3333333333333
40.0114155251142 2.33680084426353 57.4193548387097 52.258064516129 53.5483870967742 58.7096774193548
39.0116057838661 2.32172470978441 57.1428571428571 51.9480519480519 53.2467532467532 58.4415584415584
38.011796042618 2.32172470978441 57.1428571428571 51.9480519480519 53.2467532467532 58.4415584415584
37.0119863013699 2.27649630634705 56.2913907284768 50.9933774834437 52.317880794702 57.6158940397351
36.0121765601218 2.27649630634705 56.2913907284768 50.9933774834437 52.317880794702 57.6158940397351
35.0123668188737 2.27649630634705 56.2913907284768 50.9933774834437 52.317880794702 57.6158940397351
34.0125570776256 2.26142017186793 56.6666666666667 51.3333333333333 52.6666666666667 58
33.0127473363775 2.26142017186793 56.6666666666667 51.3333333333333 52.6666666666667 58
32.0129375951294 2.26142017186793 56.6666666666667 51.3333333333333 52.6666666666667 58
31.0131278538813 2.26142017186793 56.6666666666667 51.3333333333333 52.6666666666667 58
30.0133181126332 2.26142017186793 56.6666666666667 51.3333333333333 52.6666666666667 58
29.0135083713851 2.24634403738881 56.3758389261745 51.006711409396 52.3489932885906 57.7181208053691
28.013698630137 2.24634403738881 56.3758389261745 51.006711409396 52.3489932885906 57.7181208053691
27.0138888888889 2.23126790290969 56.0810810810811 50.6756756756757 52.027027027027 57.4324324324324
26.0140791476408 2.21619176843057 55.7823129251701 50.3401360544218 51.7006802721088 57.1428571428571
25.0142694063927 2.12573496155586 53.9007092198582 48.2269503546099 49.645390070922 55.3191489361702
24.0144596651446 2.12573496155586 53.9007092198582 48.2269503546099 49.645390070922 55.3191489361702
23.0146499238965 1.91466907884818 59.8425196850394 53.5433070866142 55.1181102362205 61.4173228346457
22.0148401826484 1.79406000301523 60.5042016806723 54.6218487394958 56.3025210084034 62.1848739495798
21.0150304414003 1.73375546509875 60 54.7826086956522 55.6521739130435 61.7391304347826
20.0152207001522 1.68852706166139 60.7142857142857 55.3571428571429 56.25 62.5
19.0154109589041 1.4623850444746 70.1030927835052 63.9175257731959 64.9484536082474 72.1649484536082
18.015601217656 1.43223277551636 70.5263157894737 64.2105263157895 65.2631578947368 71.5789473684211
17.0157914764079 1.387004372079 72.8260869565217 66.304347826087 67.3913043478261 73.9130434782609
16.0159817351598 1.37192823759988 73.6263736263736 67.032967032967 68.1318681318681 74.7252747252747
15.0161719939117 1.37192823759988 73.6263736263736 67.032967032967 68.1318681318681 74.7252747252747
14.0163622526636 1.37192823759988 73.6263736263736 67.032967032967 68.1318681318681 74.7252747252747
13.0165525114155 1.37192823759988 73.6263736263736 67.032967032967 68.1318681318681 74.7252747252747
12.0167427701674 1.37192823759988 73.6263736263736 67.032967032967 68.1318681318681 74.7252747252747
11.0169330289193 1.3116236996834 75.8620689655172 68.9655172413793 70.1149425287356 77.0114942528736
10.0171232876712 1.3116236996834 75.8620689655172 68.9655172413793 70.1149425287356 77.0114942528736
9.01731354642314 1.3116236996834 75.8620689655172 68.9655172413793 70.1149425287356 77.0114942528736
8.01750380517504 1.28147143072516 76.4705882352941 70.5882352941177 71.7647058823529 77.6470588235294
7.01769406392694 1.20609075832956 75 68.75 70 76.25
6.01788432267884 1.19101462385044 75.9493670886076 69.620253164557 70.8860759493671 77.2151898734177
5.01807458143075 1.19101462385044 75.9493670886076 69.620253164557 70.8860759493671 77.2151898734177
4.01826484018265 1.19101462385044 75.9493670886076 69.620253164557 70.8860759493671 77.2151898734177
3.01845509893455 1.19101462385044 75.9493670886076 69.620253164557 70.8860759493671 77.2151898734177
2.01864535768645 1.19101462385044 75.9493670886076 69.620253164557 70.8860759493671 77.2151898734177
1.01883561643835 1.17593848937133 75.6410256410256 69.2307692307692 71.7948717948718 76.9230769230769
0.0190258751902519 1.17593848937133 75.6410256410256 69.2307692307692 71.7948717948718 76.9230769230769
