Bin SparseR MLR FF-EL-ANN FF-RPROP-ANN SMS
100 61.1337253128298 27.6202219482121 30.0863131935882 29.9383477188656 35.8569667077682
99.0001902587519 36.6048545153023 33.7726523887974 36.2438220757825 35.996705107084 41.3509060955519
98.0003805175038 30.393487109905 33.5813492063492 35.1190476190476 35.0198412698413 39.5337301587302
97.0005707762557 26.8355193728328 32.8651685393258 33.5955056179775 33.5393258426966 37.8651685393258
96.0007610350076 23.4886175184683 34.0821566110398 34.3388960205392 34.2105263157895 38.8960205391528
95.0009512937595 19.9457259158752 36.6591080876795 36.885865457294 36.8102796674225 41.7989417989418
94.0011415525114 17.9707522991105 38.506711409396 38.758389261745 38.758389261745 44.1275167785235
93.0013318112633 17.0511080958842 39.6993810786914 39.8762157382847 39.8762157382847 45.2696728558798
92.0015220700152 15.2721242273481 40.9674234945706 40.9674234945706 40.9674234945706 46.791707798618
91.0017123287671 14.2167948138097 42.4178154825027 42.3117709437964 42.5238600212089 48.0381760339342
90.001902587519 13.2820744761043 42.7922814982974 42.4517593643587 42.7922814982974 48.1271282633371
89.0020928462709 12.3925825418363 42.8223844282238 42.5790754257908 42.8223844282238 47.8102189781022
88.0022831050228 11.5483190110056 41.5143603133159 41.1227154046997 41.2532637075718 46.3446475195822
87.0024733637747 10.8698929594452 42.4410540915395 42.3023578363384 42.4410540915395 47.5728155339806
86.0026636225266 10.1010101010101 43.2835820895522 42.9850746268657 43.2835820895522 48.3582089552239
85.0028538812785 9.49796472184532 42.5396825396825 42.2222222222222 42.6984126984127 47.6190476190476
84.0030441400304 8.77431026684758 42.4398625429553 41.7525773195876 42.2680412371134 47.4226804123711
83.0032343987823 8.14111261872456 42.7777777777778 41.8518518518519 42.2222222222222 47.7777777777778
82.0034246575343 7.73405698778833 43.859649122807 42.6900584795322 43.0799220272905 48.7329434697856
81.0036149162862 7.29684908789386 44.4214876033058 43.1818181818182 43.3884297520661 49.1735537190083
80.0038051750381 7.11593547414443 44.4915254237288 43.2203389830508 43.4322033898305 49.364406779661
79.00399543379 6.7088798432082 45.6179775280899 44.2696629213483 44.4943820224719 50.7865168539326
78.0041856925419 6.2415196743555 47.1014492753623 45.6521739130435 45.8937198067633 52.4154589371981
77.0043759512938 6.0153776571687 46.6165413533835 44.8621553884712 45.1127819548872 51.6290726817043
76.0045662100457 5.89476858133575 46.8030690537084 45.0127877237852 45.2685421994885 51.9181585677749
75.0047564687976 5.75908337102367 46.3350785340314 44.5026178010471 44.7643979057592 51.5706806282723
74.0049467275495 5.66862656414895 46.5425531914894 44.6808510638298 44.9468085106383 51.8617021276596
73.0051369863014 5.48771295039952 47.5274725274725 45.6043956043956 45.8791208791209 53.021978021978
72.0053272450533 5.2464947987336 49.7126436781609 47.7011494252874 47.9885057471264 55.1724137931034
71.0055175038052 4.91481984019297 51.2269938650307 49.079754601227 49.3865030674847 57.0552147239264
70.0057077625571 4.7037539574853 51.9230769230769 49.6794871794872 50 58.0128205128205
69.005898021309 4.50776420925675 51.1705685618729 48.8294314381271 49.1638795986622 57.5250836120401
68.0060882800609 4.31177446102819 51.3986013986014 49.3006993006993 49.6503496503497 58.041958041958
67.0062785388128 4.13086084727876 51.8248175182482 50 50.3649635036496 59.1240875912409
66.0064687975647 4.02532790592492 52.059925093633 50.187265917603 50.561797752809 59.5505617977528
65.0066590563166 3.98009950248756 52.2727272727273 50.3787878787879 50.7575757575758 59.8484848484849
64.0068493150685 3.78410975425901 50.996015936255 49.402390438247 49.402390438247 58.5657370517928
63.0070395738204 3.75395748530077 51.004016064257 49.3975903614458 49.3975903614458 58.6345381526104
62.0072298325723 3.69365294738429 50.6122448979592 48.9795918367347 48.9795918367347 58.3673469387755
61.0074200913242 3.58812000603045 50.8403361344538 49.1596638655462 49.1596638655462 58.8235294117647
60.0076103500761 3.42228252676014 50.6607929515419 49.3392070484582 49.3392070484582 58.5903083700441
59.007800608828 3.25644504748982 49.537037037037 48.1481481481481 48.1481481481481 57.4074074074074
58.0079908675799 3.16598824061511 48.0952380952381 46.6666666666667 46.6666666666667 56.1904761904762
57.0081811263318 2.95492235790743 46.4285714285714 44.3877551020408 44.3877551020408 54.0816326530612
56.0083713850837 2.83431328207448 45.7446808510638 43.0851063829787 43.0851063829787 52.1276595744681
55.0085616438356 2.78908487863712 45.9459459459459 42.7027027027027 42.7027027027027 51.3513513513514
54.0087519025875 2.71370420624152 45.5555555555556 42.2222222222222 42.2222222222222 50.5555555555556
53.0089421613394 2.66847580280416 44.6327683615819 41.2429378531073 41.2429378531073 49.7175141242938
52.0091324200913 2.53279059249209 43.4523809523809 39.8809523809524 39.8809523809524 48.2142857142857
51.0093226788432 2.50263832353385 42.7710843373494 39.1566265060241 39.1566265060241 47.5903614457831
50.0095129375951 2.50263832353385 42.7710843373494 39.1566265060241 39.1566265060241 47.5903614457831
49.009703196347 2.50263832353385 42.7710843373494 39.1566265060241 39.1566265060241 47.5903614457831
48.0098934550989 2.50263832353385 42.7710843373494 39.1566265060241 39.1566265060241 47.5903614457831
47.0100837138508 2.50263832353385 42.7710843373494 39.1566265060241 39.1566265060241 47.5903614457831
46.0102739726027 2.50263832353385 42.7710843373494 39.1566265060241 39.1566265060241 47.5903614457831
45.0104642313546 2.45740992009649 42.3312883435583 38.6503067484663 38.6503067484663 47.239263803681
44.0106544901065 2.41218151665913 41.25 37.5 37.5 46.25
43.0108447488584 2.38202924770089 41.7721518987342 37.9746835443038 37.9746835443038 46.8354430379747
42.0110350076104 2.36695311322177 42.0382165605096 38.2165605095541 38.2165605095541 47.1337579617834
41.0112252663623 2.35187697874265 41.6666666666667 37.8205128205128 37.8205128205128 46.7948717948718
40.0114155251142 2.33680084426353 41.9354838709677 38.0645161290323 38.0645161290323 47.0967741935484
39.0116057838661 2.32172470978441 41.5584415584416 37.6623376623377 37.6623376623377 46.7532467532468
38.011796042618 2.32172470978441 41.5584415584416 37.6623376623377 37.6623376623377 46.7532467532468
37.0119863013699 2.27649630634705 40.3973509933775 36.4238410596027 36.4238410596027 45.6953642384106
36.0121765601218 2.27649630634705 40.3973509933775 36.4238410596027 36.4238410596027 45.6953642384106
35.0123668188737 2.27649630634705 40.3973509933775 36.4238410596027 36.4238410596027 45.6953642384106
34.0125570776256 2.26142017186793 40.6666666666667 36.6666666666667 36.6666666666667 46
33.0127473363775 2.26142017186793 40.6666666666667 36.6666666666667 36.6666666666667 46
32.0129375951294 2.26142017186793 40.6666666666667 36.6666666666667 36.6666666666667 46
31.0131278538813 2.26142017186793 40.6666666666667 36.6666666666667 36.6666666666667 46
30.0133181126332 2.26142017186793 40.6666666666667 36.6666666666667 36.6666666666667 46
29.0135083713851 2.24634403738881 40.2684563758389 36.241610738255 36.241610738255 45.6375838926175
28.013698630137 2.24634403738881 40.2684563758389 36.241610738255 36.241610738255 45.6375838926175
27.0138888888889 2.23126790290969 39.8648648648649 35.8108108108108 35.8108108108108 45.2702702702703
26.0140791476408 2.21619176843057 39.4557823129252 35.3741496598639 35.3741496598639 44.8979591836735
25.0142694063927 2.12573496155586 37.5886524822695 33.3333333333333 33.3333333333333 43.2624113475177
24.0144596651446 2.12573496155586 37.5886524822695 33.3333333333333 33.3333333333333 43.2624113475177
23.0146499238965 1.91466907884818 41.7322834645669 37.007874015748 37.007874015748 48.0314960629921
22.0148401826484 1.79406000301523 42.0168067226891 37.8151260504202 37.8151260504202 48.7394957983193
21.0150304414003 1.73375546509875 41.7391304347826 37.3913043478261 37.3913043478261 48.695652173913
20.0152207001522 1.68852706166139 42.8571428571429 38.3928571428571 38.3928571428571 49.1071428571429
19.0154109589041 1.4623850444746 49.4845360824742 44.3298969072165 44.3298969072165 56.701030927835
18.015601217656 1.43223277551636 49.4736842105263 44.2105263157895 44.2105263157895 55.7894736842105
17.0157914764079 1.387004372079 51.0869565217391 45.6521739130435 45.6521739130435 57.6086956521739
16.0159817351598 1.37192823759988 51.6483516483517 46.1538461538462 46.1538461538462 58.2417582417582
15.0161719939117 1.37192823759988 51.6483516483517 46.1538461538462 46.1538461538462 58.2417582417582
14.0163622526636 1.37192823759988 51.6483516483517 46.1538461538462 46.1538461538462 58.2417582417582
13.0165525114155 1.37192823759988 51.6483516483517 46.1538461538462 46.1538461538462 58.2417582417582
12.0167427701674 1.37192823759988 51.6483516483517 46.1538461538462 46.1538461538462 58.2417582417582
11.0169330289193 1.3116236996834 52.8735632183908 47.1264367816092 47.1264367816092 59.7701149425287
10.0171232876712 1.3116236996834 52.8735632183908 47.1264367816092 47.1264367816092 59.7701149425287
9.01731354642314 1.3116236996834 52.8735632183908 47.1264367816092 47.1264367816092 59.7701149425287
8.01750380517504 1.28147143072516 54.1176470588235 48.2352941176471 48.2352941176471 61.1764705882353
7.01769406392694 1.20609075832956 52.5 46.25 46.25 60
6.01788432267884 1.19101462385044 53.1645569620253 46.8354430379747 46.8354430379747 60.7594936708861
5.01807458143075 1.19101462385044 53.1645569620253 46.8354430379747 46.8354430379747 60.7594936708861
4.01826484018265 1.19101462385044 53.1645569620253 46.8354430379747 46.8354430379747 60.7594936708861
3.01845509893455 1.19101462385044 53.1645569620253 46.8354430379747 46.8354430379747 60.7594936708861
2.01864535768645 1.19101462385044 53.1645569620253 46.8354430379747 46.8354430379747 60.7594936708861
1.01883561643835 1.17593848937133 53.8461538461538 47.4358974358974 47.4358974358974 61.5384615384615
0.0190258751902519 1.17593848937133 53.8461538461538 47.4358974358974 47.4358974358974 61.5384615384615
